timestamp,host,git_commit,gpu_model,kernel,N,d,H,ms_median,ms_min,ms_max
2026-05-07T00:15:13Z,node3008,unknown,NVIDIA L40S,dense,256,64,1,0.1300,0.1300,0.1321
2026-05-07T00:15:13Z,node3008,unknown,NVIDIA L40S,dense,512,64,1,0.2519,0.2514,0.2530
2026-05-07T00:15:13Z,node3008,unknown,NVIDIA L40S,dense,1024,64,1,0.4961,0.4958,0.4967
2026-05-07T00:15:13Z,node3008,unknown,NVIDIA L40S,dense,2048,64,1,0.9622,0.9615,0.9626
2026-05-07T00:15:13Z,node3008,unknown,NVIDIA L40S,dense,4096,64,1,1.9772,1.9750,1.9785
