timestamp,host,git_commit,gpu_model,kernel,N,d,H,ms_median,ms_min,ms_max
2026-05-07T00:15:05Z,node3008,unknown,NVIDIA L40S,dense,256,64,16,0.1519,0.1464,0.1549
2026-05-07T00:15:05Z,node3008,unknown,NVIDIA L40S,dense,512,64,16,0.2779,0.2747,0.2827
2026-05-07T00:15:05Z,node3008,unknown,NVIDIA L40S,dense,1024,64,16,0.5466,0.5277,0.5628
2026-05-07T00:15:05Z,node3008,unknown,NVIDIA L40S,dense,2048,64,16,2.2063,2.1563,2.2249
2026-05-07T00:15:05Z,node3008,unknown,NVIDIA L40S,dense,4096,64,16,8.5018,8.4993,8.5087
